acci_severity,row,acci_ref,loc_east_osgr,loc_nor_osgr,longitude,latitude,date,_months_,day_of_week,time,hour_of_day,time_category,loc_auth_ons_distr,first_road_class,first_road_num,road_type,speed_limit,junc_detail,sec_road_class,ped_cross_hum_con,ped_cross_phy_facil,light_con,weath_con,road_surf_con,spec_con_site,carri_haz,urb_or_rur_area,did_poli_offi_att,tru_road_flag,lsoa_of_acc_loc,num_of_casu,num_of_vehi,junc_detail_d,ped_cross_hum_con_d,ped_cross_phy_facil_d,carri_haz_d,light_con_d,road_surf_con_d,road_type_d,spec_con_site_d,weath_con_d,urb_or_rur_d,NumberHits,ExpectedHits,SamplingWeight,constant,NumberHits2,ExpectedHits2,SamplingWeight2
3,1,451013002,526646,151173,-0.186891,51.245678,1/9/2021,jan,7,40:00.0,12,after,E07000211,3,242,6,30,2,6,0,0,1,1,1,0,0,1,2,2,E01030616,1,2,Mini-roundabout,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451013009,489486,161514,-0.716531,51.345674,1/8/2021,jan,6,30:00.0,18,eveni,E07000214,3,325,6,30,6,6,0,0,4,1,4,0,0,1,1,2,E01030796,1,1,Crossroads,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Frost or ice,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,1,1,1
3,1,451013062,505756,165031,-0.481961,51.374495,1/10/2021,jan,1,18:00.0,11,morni,E07000212,6,0,1,30,1,6,0,0,1,1,2,0,0,1,1,2,E01030649,2,2,Roundabout,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Roundabout,None,Fine no high winds,Urban,3,0.900269542,1.110778443,1,1,1,1
3,1,451014413,511208,167606,-0.402857,51.396599,1/14/2021,jan,5,00:00.0,17,after,E07000207,3,3050,6,30,0,0,0,0,1,1,2,0,0,2,2,2,E01030361,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,2,1,1
3,1,451014413,511208,167606,-0.402857,51.396599,1/14/2021,jan,5,00:00.0,17,after,E07000207,3,3050,6,30,0,0,0,0,1,1,2,0,0,2,2,2,E01030361,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,2,1,1
3,1,451014534,517444,156736,-0.316841,51.297645,1/15/2021,jan,6,30:00.0,7,morni,E07000210,3,24,3,50,1,3,0,0,1,1,4,0,0,1,1,2,E01030553,1,3,Roundabout,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Frost or ice,Dual carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,1,1,1
3,1,451014582,502460,159203,-0.530973,51.322711,1/15/2021,jan,6,15:00.0,17,after,E07000217,6,0,6,30,0,0,0,0,4,1,4,0,0,1,1,2,E01030981,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Frost or ice,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,1,1,1
3,1,451014636,489267,132834,-0.726802,51.08788,1/15/2021,jan,6,00:00.0,20,eveni,E07000216,6,0,6,30,6,4,0,1,4,1,4,0,0,1,2,2,E01030928,1,2,Crossroads,None within 50 metres,Zebra,None,Darkness - lights lit,Frost or ice,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,3,1,1
3,1,451014636,489267,132834,-0.726802,51.08788,1/15/2021,jan,6,00:00.0,20,eveni,E07000216,6,0,6,30,6,4,0,1,4,1,4,0,0,1,2,2,E01030928,1,2,Crossroads,None within 50 metres,Zebra,None,Darkness - lights lit,Frost or ice,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,3,1,1
3,1,451014636,489267,132834,-0.726802,51.08788,1/15/2021,jan,6,00:00.0,20,eveni,E07000216,6,0,6,30,6,4,0,1,4,1,4,0,0,1,2,2,E01030928,1,2,Crossroads,None within 50 metres,Zebra,None,Darkness - lights lit,Frost or ice,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,3,1,1
3,1,451014810,498175,161271,-0.591879,51.342056,1/17/2021,jan,1,15:00.0,17,after,E07000214,3,3046,6,40,0,0,0,0,6,1,1,0,0,2,1,2,E01030764,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Dry,Single carriageway,None,Fine no high winds,Rural,2,0.900269542,1.110778443,1,1,1,1
3,1,451015057,518913,156266,-0.295937,51.293116,1/14/2021,jan,5,07:00.0,11,morni,E07000210,1,25,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01030508,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Raining no high winds,Rural,1,0.900269542,1.110778443,1,2,1,1
3,1,451015057,518913,156266,-0.295937,51.293116,1/14/2021,jan,5,07:00.0,11,morni,E07000210,1,25,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01030508,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Raining no high winds,Rural,1,0.900269542,1.110778443,1,2,1,1
3,1,451015700,504766,171027,-0.49441,51.428574,1/20/2021,jan,4,12:00.0,9,morni,E07000213,6,0,6,30,2,6,0,0,1,1,2,0,0,1,2,2,E01030742,1,2,Mini-roundabout,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,1,1,1
3,1,451016180,499606,162062,-0.571119,51.348918,1/22/2021,jan,6,30:00.0,6,morni,E07000214,3,319,6,50,3,6,0,0,6,8,4,0,0,2,1,2,E01030764,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Frost or ice,Single carriageway,None,Other,Rural,2,0.900269542,1.110778443,1,2,1,1
3,1,451016180,499606,162062,-0.571119,51.348918,1/22/2021,jan,6,30:00.0,6,morni,E07000214,3,319,6,50,3,6,0,0,6,8,4,0,0,2,1,2,E01030764,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Frost or ice,Single carriageway,None,Other,Rural,2,0.900269542,1.110778443,1,2,1,1
3,1,451016268,539398,160392,-0.000708,51.325554,1/22/2021,jan,6,30:00.0,9,morni,E07000215,6,0,6,60,3,6,0,0,1,1,4,0,0,2,1,2,E01030852,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Frost or ice,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451016322,500062,162271,-0.564515,51.350717,1/22/2021,jan,6,45:00.0,7,morni,E07000214,3,319,6,50,3,6,0,0,1,1,4,0,2,2,1,2,E01030763,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,Other object on road,Daylight,Frost or ice,Single carriageway,None,Fine no high winds,Rural,5,0.900269542,1.110778443,1,2,1,1
3,1,451016322,500062,162271,-0.564515,51.350717,1/22/2021,jan,6,45:00.0,7,morni,E07000214,3,319,6,50,3,6,0,0,1,1,4,0,2,2,1,2,E01030763,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,Other object on road,Daylight,Frost or ice,Single carriageway,None,Fine no high winds,Rural,5,0.900269542,1.110778443,1,2,1,1
3,1,451016384,499091,160053,-0.579071,51.330949,1/23/2021,jan,7,07:00.0,5,night,E07000217,6,0,6,50,0,0,0,0,6,8,2,0,7,2,1,2,E01030967,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,Any animal in carria,Darkness - no lighting,Wet or damp,Single carriageway,None,Other,Rural,2,0.900269542,1.110778443,1,2,1,1
3,1,451016384,499091,160053,-0.579071,51.330949,1/23/2021,jan,7,07:00.0,5,night,E07000217,6,0,6,50,0,0,0,0,6,8,2,0,7,2,1,2,E01030967,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,Any animal in carria,Darkness - no lighting,Wet or damp,Single carriageway,None,Other,Rural,2,0.900269542,1.110778443,1,2,1,1
3,1,451016412,496907,160381,-0.61032,51.334273,1/23/2021,jan,7,55:00.0,7,morni,E07000217,6,0,6,40,3,6,0,0,1,1,4,0,0,2,1,2,E01030967,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Frost or ice,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451016560,518325,161459,-0.302644,51.339912,1/24/2021,jan,1,01:00.0,10,morni,E07000208,6,0,6,40,0,0,0,0,4,8,2,0,0,2,2,2,E01030405,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Other,Rural,1,0.900269542,1.110778443,1,3,1,1
3,1,451016560,518325,161459,-0.302644,51.339912,1/24/2021,jan,1,01:00.0,10,morni,E07000208,6,0,6,40,0,0,0,0,4,8,2,0,0,2,2,2,E01030405,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Other,Rural,1,0.900269542,1.110778443,1,3,1,1
3,1,451016560,518325,161459,-0.302644,51.339912,1/24/2021,jan,1,01:00.0,10,morni,E07000208,6,0,6,40,0,0,0,0,4,8,2,0,0,2,2,2,E01030405,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Other,Rural,1,0.900269542,1.110778443,1,3,1,1
3,1,451016576,501113,152772,-0.552115,51.265143,1/23/2021,jan,7,15:00.0,15,after,E07000209,6,0,6,40,3,6,0,0,1,1,1,0,0,2,2,2,E01030434,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,3,1,1
3,1,451016576,501113,152772,-0.552115,51.265143,1/23/2021,jan,7,15:00.0,15,after,E07000209,6,0,6,40,3,6,0,0,1,1,1,0,0,2,2,2,E01030434,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,3,1,1
3,1,451016576,501113,152772,-0.552115,51.265143,1/23/2021,jan,7,15:00.0,15,after,E07000209,6,0,6,40,3,6,0,0,1,1,1,0,0,2,2,2,E01030434,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,3,1,1
3,1,451016787,524818,154931,-0.211757,51.279856,1/24/2021,jan,1,08:00.0,12,after,E07000211,6,0,6,30,0,0,0,0,1,3,3,0,0,2,1,2,E01030591,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Snow,Single carriageway,None,Snowing no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451016901,516475,158163,-0.330268,51.31067,1/25/2021,jan,2,20:00.0,8,morni,E07000210,1,25,3,70,0,0,0,0,1,8,2,0,0,1,1,1,E01030551,2,4,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Other,Urban,1,0.900269542,1.110778443,1,1,1,1
3,1,451017151,505374,159599,-0.489052,51.325739,1/26/2021,jan,3,31:00.0,15,after,E07000209,6,0,6,40,0,0,0,0,1,1,4,0,0,2,1,2,E01030458,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Frost or ice,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,2,1,1
3,1,451017151,505374,159599,-0.489052,51.325739,1/26/2021,jan,3,31:00.0,15,after,E07000209,6,0,6,40,0,0,0,0,1,1,4,0,0,2,1,2,E01030458,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Frost or ice,Single carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,2,1,1
3,1,451017766,509712,170158,-0.423563,51.419829,1/28/2021,jan,5,30:00.0,14,after,E07000213,3,308,3,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030751,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,2,1,1
3,1,451017766,509712,170158,-0.423563,51.419829,1/28/2021,jan,5,30:00.0,14,after,E07000213,3,308,3,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030751,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,2,1,1
3,1,451017779,516264,149742,-0.336031,51.235024,1/28/2021,jan,5,57:00.0,15,after,E07000210,3,2003,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030532,2,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,2,1,1
3,1,451017779,516264,149742,-0.336031,51.235024,1/28/2021,jan,5,57:00.0,15,after,E07000210,3,2003,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030532,2,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,2,1,1
3,1,451017937,516319,166626,-0.329743,51.386767,1/28/2021,jan,5,00:00.0,20,eveni,E07000207,6,0,6,30,3,3,0,0,4,2,2,0,0,1,2,2,E01030353,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Raining no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451017937,516319,166626,-0.329743,51.386767,1/28/2021,jan,5,00:00.0,20,eveni,E07000207,6,0,6,30,3,3,0,0,4,2,2,0,0,1,2,2,E01030353,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Raining no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451017939,486117,159823,-0.765299,51.330992,1/28/2021,jan,5,11:00.0,18,eveni,E07000214,6,0,6,20,0,0,0,1,4,1,1,0,0,1,2,2,E01030793,1,1,Not at junction or within 20 metres,None within 50 metres,Zebra,None,Darkness - lights lit,Dry,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,1,1,1
3,1,451017956,517096,163842,-0.319497,51.361584,1/29/2021,jan,6,03:00.0,12,after,E07000207,3,3,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01030296,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Raining no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451017996,486242,158851,-0.76374,51.322236,1/28/2021,jan,5,07:00.0,10,morni,E07000214,3,331,3,50,6,6,0,0,1,1,1,1,0,2,1,2,E01030803,1,2,Crossroads,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,Auto,Fine no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451018061,515400,167856,-0.342545,51.39801,1/29/2021,jan,6,05:00.0,16,after,E07000207,3,309,6,40,6,6,0,8,1,1,2,0,0,1,1,2,E01030351,1,2,Crossroads,None within 50 metres,Central refuge,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451018061,515400,167856,-0.342545,51.39801,1/29/2021,jan,6,05:00.0,16,after,E07000207,3,309,6,40,6,6,0,8,1,1,2,0,0,1,1,2,E01030351,1,2,Crossroads,None within 50 metres,Central refuge,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451018157,500942,158722,-0.552887,51.318659,1/30/2021,jan,7,15:00.0,18,eveni,E07000217,6,0,6,40,0,0,0,0,4,1,1,0,0,1,1,2,E01030988,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Dry,Single carriageway,None,Fine no high winds,Urban,3,0.900269542,1.110778443,1,2,1,1
3,1,451018157,500942,158722,-0.552887,51.318659,1/30/2021,jan,7,15:00.0,18,eveni,E07000217,6,0,6,40,0,0,0,0,4,1,1,0,0,1,1,2,E01030988,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Dry,Single carriageway,None,Fine no high winds,Urban,3,0.900269542,1.110778443,1,2,1,1
3,1,451018199,503339,143315,-0.522944,51.179735,1/30/2021,jan,7,45:00.0,11,morni,E07000216,4,2128,6,30,0,0,0,0,1,2,2,0,0,2,1,2,E01030940,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451018628,498626,150829,-0.588286,51.248112,2/2/2021,feb,3,00:00.0,6,morni,E07000209,3,322,3,30,0,0,0,0,4,2,2,0,0,1,1,2,E01030495,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Dual carriageway,None,Raining no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451018628,498626,150829,-0.588286,51.248112,2/2/2021,feb,3,00:00.0,6,morni,E07000209,3,322,3,30,0,0,0,0,4,2,2,0,0,1,1,2,E01030495,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Dual carriageway,None,Raining no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451018714,488239,149963,-0.737281,51.242028,2/2/2021,feb,3,29:00.0,9,morni,E07000209,3,323,3,30,0,0,0,0,1,1,2,0,0,2,2,2,E01030422,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451018810,497203,145208,-0.61019,51.197827,1/7/2021,jan,5,53:00.0,23,eveni,E07000216,6,0,6,30,0,0,0,0,7,8,4,0,0,1,1,2,E01030911,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lighting unk,Frost or ice,Single carriageway,None,Other,Urban,1,0.900269542,1.110778443,1,1,1,1
3,1,451018822,503685,166267,-0.511345,51.385986,2/2/2021,feb,3,05:00.0,10,morni,E07000212,3,320,1,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030655,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Roundabout,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,1,1,1
3,1,451018823,525718,149045,-0.200925,51.226758,2/2/2021,feb,3,37:00.0,14,after,E07000211,4,217,6,30,9,4,0,5,1,1,1,0,0,1,1,2,E01030594,1,2,Other junction,None within 50 metres,Pedestrian phase at traffic signal junction,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,1,1,1
3,1,451019209,510467,165798,-0.414065,51.380492,2/3/2021,feb,4,50:00.0,18,eveni,E07000207,6,0,6,30,0,0,0,0,4,1,2,0,0,1,2,2,E01030367,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,1,1,1
3,1,451019260,507157,164772,-0.461918,51.371904,2/4/2021,feb,5,25:00.0,8,morni,E07000207,3,317,6,30,2,3,0,4,1,1,1,0,0,1,1,2,E01030374,2,2,Mini-roundabout,None within 50 metres,"Pelican, puffin, toucan or similar non-junction",None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451019260,507157,164772,-0.461918,51.371904,2/4/2021,feb,5,25:00.0,8,morni,E07000207,3,317,6,30,2,3,0,4,1,1,1,0,0,1,1,2,E01030374,2,2,Mini-roundabout,None within 50 metres,"Pelican, puffin, toucan or similar non-junction",None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,0.900269542,1.110778443,1,2,1,1
3,1,451019770,503464,154275,-0.517996,51.278232,2/6/2021,feb,7,36:00.0,19,eveni,E07000209,3,3,3,70,0,0,0,0,6,2,2,0,0,2,1,1,E01030475,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Wet or damp,Dual carriageway,None,Raining no high winds,Rural,2,0.900269542,1.110778443,1,1,1,1
3,1,451019819,503901,157780,-0.510714,51.309659,2/6/2021,feb,7,30:00.0,16,after,E07000209,4,367,6,40,0,0,0,0,1,2,2,0,0,2,1,2,E01030458,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Rural,3,0.900269542,1.110778443,1,3,1,1
3,1,451019819,503901,157780,-0.510714,51.309659,2/6/2021,feb,7,30:00.0,16,after,E07000209,4,367,6,40,0,0,0,0,1,2,2,0,0,2,1,2,E01030458,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Rural,3,0.900269542,1.110778443,1,3,1,1
3,1,451019819,503901,157780,-0.510714,51.309659,2/6/2021,feb,7,30:00.0,16,after,E07000209,4,367,6,40,0,0,0,0,1,2,2,0,0,2,1,2,E01030458,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Rural,3,0.900269542,1.110778443,1,3,1,1
3,1,451019843,522499,158232,-0.243857,51.310026,2/7/2021,feb,1,00:00.0,18,eveni,E07000208,4,290,6,40,3,4,0,0,6,3,4,0,0,2,1,2,E01030417,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Frost or ice,Single carriageway,None,Snowing no high winds,Rural,2,0.900269542,1.110778443,1,2,1,1
3,1,451019843,522499,158232,-0.243857,51.310026,2/7/2021,feb,1,00:00.0,18,eveni,E07000208,4,290,6,40,3,4,0,0,6,3,4,0,0,2,1,2,E01030417,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Frost or ice,Single carriageway,None,Snowing no high winds,Rural,2,0.900269542,1.110778443,1,2,1,1
3,1,451019850,503242,166043,-0.517774,51.384053,2/6/2021,feb,7,38:00.0,19,eveni,E07000212,3,320,6,50,0,0,0,0,4,2,2,0,2,2,1,2,E01030657,1,4,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,Other object on road,Darkness - lights lit,Wet or damp,Single carriageway,None,Raining no high winds,Rural,2,0.900269542,1.110778443,1,2,1,1
3,1,451019850,503242,166043,-0.517774,51.384053,2/6/2021,feb,7,38:00.0,19,eveni,E07000212,3,320,6,50,0,0,0,0,4,2,2,0,2,2,1,2,E01030657,1,4,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,Other object on road,Darkness - lights lit,Wet or damp,Single carriageway,None,Raining no high winds,Rural,2,0.900269542,1.110778443,1,2,1,1
3,1,451019857,535994,151907,-0.052762,51.250124,2/7/2021,feb,1,04:00.0,15,after,E07000215,3,22,3,40,0,0,0,0,1,3,3,0,0,2,1,2,E01030825,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Snow,Dual carriageway,None,Snowing no high winds,Rural,1,0.900269542,1.110778443,1,2,1,1
3,1,451019857,535994,151907,-0.052762,51.250124,2/7/2021,feb,1,04:00.0,15,after,E07000215,3,22,3,40,0,0,0,0,1,3,3,0,0,2,1,2,E01030825,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Snow,Dual carriageway,None,Snowing no high winds,Rural,1,0.900269542,1.110778443,1,2,1,1
3,1,451019951,528778,156339,-0.154503,51.291629,2/6/2021,feb,7,00:00.0,20,eveni,E07000211,3,23,6,30,0,0,0,0,4,1,2,0,0,1,2,1,E01030569,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,3,1,1
3,1,451019951,528778,156339,-0.154503,51.291629,2/6/2021,feb,7,00:00.0,20,eveni,E07000211,3,23,6,30,0,0,0,0,4,1,2,0,0,1,2,1,E01030569,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,3,1,1
3,1,451019951,528778,156339,-0.154503,51.291629,2/6/2021,feb,7,00:00.0,20,eveni,E07000211,3,23,6,30,0,0,0,0,4,1,2,0,0,1,2,1,E01030569,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Fine no high winds,Urban,2,0.900269542,1.110778443,1,3,1,1
3,1,451020069,488722,139075,-0.733049,51.144071,2/8/2021,feb,2,34:00.0,12,after,E07000216,6,0,6,40,0,0,0,0,1,3,3,0,0,2,1,2,E01030879,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Snow,Single carriageway,None,Snowing no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451020346,488897,135152,-0.731514,51.108776,2/9/2021,feb,3,42:00.0,8,morni,E07000216,3,287,6,40,0,0,0,0,1,3,3,0,0,2,1,2,E01030929,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Snow,Single carriageway,None,Snowing no high winds,Rural,1,0.900269542,1.110778443,1,1,1,1
3,1,451020379,507315,162378,-0.46037,51.350356,2/8/2021,feb,2,09:00.0,21,eveni,E07000207,4,374,6,30,0,0,0,0,4,3,2,0,0,1,2,2,E01030347,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Wet or damp,Single carriageway,None,Snowing no high winds,Urban,1,0.900269542,1.110778443,1,1,1,1
3,1,451020666,493725,141661,-0.660877,51.166522,2/10/2021,feb,4,00:00.0,14,after,E07000216,3,3,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030937,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,3,1,1
3,1,451020666,493725,141661,-0.660877,51.166522,2/10/2021,feb,4,00:00.0,14,after,E07000216,3,3,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030937,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Rural,1,0.900269542,1.110778443,1,3,1,1
